/home/daniele/data/datasets/yolo_compass/Compass2018_flowbel/scan_07/images/0000219.jpg 266,240,361,401,497 297,101,410,236,558 194,226,306,357,169 250,153,323,228,11 416,237,482,311,120 376,309,458,398,281 171,153,238,233,351 221,74,302,149,430 149,235,202,366,603 366,113,514,246,701 306,396,377,430,801 319,254,416,385,827
/home/daniele/data/datasets/yolo_compass/Compass2018_flowbel/scan_01/images/0000047.jpg 192,279,266,356,14 416,147,454,221,127 204,365,350,488,186 478,173,562,276,268 351,51,443,133,298 264,259,336,348,414 156,67,337,185,468 422,277,558,432,536 110,188,234,323,610 342,307,449,477,679 346,242,429,288,800 250,163,403,223,874
/home/daniele/data/datasets/yolo_compass/Compass2018_flowbel/scan_14/images/0000185.jpg 171,270,243,345,11 345,237,420,286,75 229,62,333,195,203 289,165,357,258,277 193,186,277,259,358 400,124,455,205,386 320,322,483,411,470 420,169,501,303,532 299,296,431,380,651 327,87,423,243,671 248,301,298,383,781 228,253,363,317,841
/home/daniele/data/datasets/yolo_compass/Compass2018_flowbel/scan_08/images/0000097.jpg 342,146,418,226,51 196,364,285,445,116 340,221,490,382,193 342,76,436,135,290 248,321,344,414,300 164,105,254,200,427 242,253,410,407,446 248,76,334,239,527 355,362,511,472,615 422,133,510,306,673 162,285,250,351,760 125,183,272,307,832
/home/daniele/data/datasets/yolo_compass/Compass2018_flowbel/scan_14/images/0000215.jpg 222,91,296,164,27 308,259,348,330,92 383,132,508,222,147 325,200,414,258,221 308,103,385,185,302 391,303,468,349,402 174,249,281,405,486 298,335,429,401,549 202,224,298,352,596 346,219,498,330,687 193,168,275,226,797 269,146,317,278,858
/home/daniele/data/datasets/yolo_compass/Compass2018_flowbel/scan_11/images/0000439.jpg 317,313,408,400,66 460,134,506,216,92 388,218,525,374,205 399,49,465,151,234 258,272,349,354,357 162,288,251,336,366 159,152,346,254,442 239,28,340,192,526 343,149,431,293,643 327,38,399,209,676 193,82,270,170,741 146,209,310,296,806
/home/daniele/data/datasets/yolo_compass/Compass2018_flowbel/scan_08/images/0000396.jpg 355,228,435,307,64 145,196,194,274,129 253,267,378,408,206 424,199,503,291,231 187,225,251,308,313 319,89,401,147,368 221,192,300,362,459 316,125,456,246,540 164,334,294,454,628 326,286,475,412,686 188,142,263,209,773 216,92,348,195,845
/home/daniele/data/datasets/yolo_compass/Compass2018_flowbel/scan_08/images/0000316.jpg 334,270,392,324,1 207,101,278,162,139 207,243,328,336,215 390,287,449,367,240 215,150,292,216,323 404,143,470,219,377 199,168,346,264,469 345,206,473,274,549 153,209,201,329,637 245,315,382,386,695 300,96,332,165,783 339,86,404,207,854
/home/daniele/data/datasets/yolo_compass/Compass2018_flowbel/scan_09/images/0000040.jpg 260,275,345,362,12 210,210,284,298,85 246,59,394,169,216 206,325,296,429,267 309,336,401,410,324 441,258,517,354,387 162,105,322,254,482 401,94,505,255,525 323,157,448,295,594 124,163,240,339,671 348,379,433,446,760 317,237,451,375,812
/home/daniele/data/datasets/yolo_compass/Compass2018_flowbel/scan_10/images/0000255.jpg 356,293,431,367,8 221,224,284,293,84 378,170,504,283,153 309,178,381,216,219 248,187,306,258,305 306,246,377,319,411 276,288,404,407,446 195,274,315,385,555 181,139,276,249,645 274,120,409,188,659 411,132,479,185,772 354,224,464,332,848
/home/daniele/data/datasets/yolo_compass/Compass2018_flowbel/scan_02/images/0000022.jpg 337,76,405,139,37 452,217,539,300,117 239,73,335,212,198 368,151,464,203,256 180,136,228,218,346 331,378,392,465,386 349,220,442,408,488 238,216,370,371,558 126,197,180,340,638 378,213,501,382,705 191,260,265,343,741 180,349,335,445,807
/home/daniele/data/datasets/yolo_compass/Compass2018_flowbel/scan_10/images/0000220.jpg 414,199,493,274,67 274,318,351,362,143 306,77,444,200,212 261,174,334,263,279 255,278,324,319,292 340,236,422,293,398 362,255,526,342,506 313,325,454,421,542 192,269,283,396,633 190,127,317,274,718 273,69,347,131,759 341,156,479,236,835
/home/daniele/data/datasets/yolo_compass/Compass2018_flowbel/scan_01/images/0000060.jpg 242,330,323,410,7 344,103,416,186,120 314,382,452,487,180 422,86,525,176,261 257,62,337,116,363 290,280,379,358,407 131,111,250,291,462 489,178,553,334,530 172,277,230,424,603 419,254,506,424,672 346,199,425,278,793 224,148,366,277,867
