/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_10/images/0000380.jpg 222,307,296,383,12 273,152,341,222,50 321,310,428,440,85 363,231,412,311,119 311,171,385,239,162 262,244,334,322,216 178,220,284,367,234 183,137,286,268,289 308,108,428,193,299 404,191,457,327,342 422,331,469,403,399 265,289,365,413,437
/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_08/images/0000391.jpg 358,200,436,279,30 151,238,192,313,63 292,264,391,397,102 411,154,500,242,115 205,254,251,328,157 280,83,357,130,221 254,204,288,373,231 302,94,426,234,272 207,364,346,457,316 361,242,491,389,346 168,177,247,228,390 184,119,319,190,426
/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_11/images/0000431.jpg 345,307,433,396,31 425,111,475,192,45 406,201,511,338,102 340,46,424,146,117 281,284,363,370,179 189,326,276,379,220 153,215,337,264,223 189,67,318,221,265 349,151,399,288,324 283,53,367,220,341 162,138,247,212,374 160,270,312,314,443
/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_08/images/0000251.jpg 255,168,322,231,17 434,279,500,352,50 318,110,450,233,88 198,153,246,230,138 399,230,476,309,179 220,303,299,377,207 343,176,470,313,253 198,237,331,308,294 434,93,524,222,303 245,93,387,164,368 369,307,423,380,376 285,288,387,410,413
/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_13/images/0000411.jpg 237,91,294,143,18 307,255,342,324,46 349,126,470,218,93 245,246,288,329,120 243,150,289,221,157 151,205,195,276,212 200,141,241,309,249 210,326,349,402,278 357,211,483,266,297 291,91,347,236,360 377,262,429,337,395 340,275,418,415,432
/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_12/images/0000372.jpg 200,200,262,256,35 245,284,308,355,67 341,255,468,381,88 301,302,349,385,139 352,211,422,259,167 427,185,501,230,204 285,85,410,212,235 226,87,349,200,273 196,236,298,339,327 254,195,382,306,355 429,238,499,282,390 323,132,448,227,422
/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_04/images/0000249.jpg 175,225,243,294,20 213,321,282,396,42 294,247,411,329,109 237,237,299,323,140 181,102,255,183,161 273,151,351,226,199 266,72,429,117,241 361,131,494,211,279 203,113,315,229,309 285,310,431,399,367 423,225,492,360,417 344,201,414,234,387
/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_08/images/0000446.jpg 228,244,301,322,10 449,106,522,196,43 231,91,338,239,82 170,311,272,391,131 381,111,459,207,173 354,350,450,429,200 323,84,429,274,247 282,267,380,430,288 245,27,395,81,296 152,129,254,302,362 436,227,521,259,406 377,276,527,346,442
/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_09/images/0000088.jpg 363,193,439,272,29 363,274,420,361,65 158,285,320,437,96 444,179,515,281,121 357,117,451,196,151 222,75,318,150,219 324,278,358,468,231 133,141,250,302,289 248,160,305,311,324 369,279,499,455,363 366,76,453,130,372 308,107,363,256,434
/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_03/images/0000343.jpg 425,207,496,264,182 156,206,226,256,187 286,212,344,331,322 285,350,342,406,35 286,57,375,189,344 337,227,398,288,393 347,273,469,388,88 337,168,406,233,41 213,277,294,344,114 241,156,282,272,434 359,107,477,213,263 194,65,301,192,235
/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_03/images/0000046.jpg 277,365,337,450,156 336,30,409,119,197 221,195,368,244,332 133,163,194,226,9 394,206,556,338,354 259,253,341,322,403 134,245,267,399,98 327,263,413,348,51 213,85,307,183,124 303,128,453,204,408 336,303,483,441,273 417,90,559,245,245
/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_14/images/0000069.jpg 187,332,270,410,3 343,209,427,266,72 162,79,271,225,100 269,167,329,266,137 173,223,257,318,178 353,72,413,163,193 380,255,530,415,235 414,99,489,248,267 341,256,468,392,327 251,66,409,221,337 271,329,354,417,393 232,267,384,342,424
/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_01/images/0000255.jpg 314,109,374,165,20 293,304,358,364,41 192,60,311,166,107 218,340,297,396,112 367,326,439,386,164 283,165,352,214,186 429,168,484,320,250 153,219,227,349,285 384,73,439,192,322 162,139,266,272,357 271,229,325,298,382 328,201,421,321,419
/home/daniele/data/datasets/yolo_compass/Compass2018_SYNTH/scan_14/images/0000128.jpg 448,214,504,278,26 260,169,336,241,59 259,301,395,440,87 283,233,373,322,125 374,285,449,332,166 174,230,252,311,216 246,80,413,126,223 155,129,278,254,290 283,122,415,168,314 227,218,293,372,361 410,143,455,225,380 324,168,448,281,411
